 state , Q4_1999 , Q4_2000 , Q4_2001 , Q4_2002 , Q4_2003 , Q4_2004 , Q4_2005 , Q4_2006 , Q4_2007 , Q4_2008 , Q4_2009 , Q4_2010 , Q4_2011 , Q4_2012 , Q4_2013 , Q4_2014 , Q4_2015 , Q4_2016 
   2245700 ,  2471180 ,  2653960 ,  2711140 ,  2771260 ,  2848740 ,  2845420 ,  2863040 ,  2826400 ,  2836460 ,  2794620 ,  2776180 ,  2793820 ,  2743080 ,  2775880 ,  2739520 ,  2714580 ,  2679560 
   735360 ,  788920 ,  815300 ,  834940 ,  840320 ,  838080 ,  840240 ,  846520 ,  844960 ,  832540 ,  824700 ,  829860 ,  823680 ,  821380 ,  858480 ,  867260 ,  875040 ,  885540 
   3228780 ,  2996800 ,  3363280 ,  3443560 ,  3462520 ,  3514420 ,  3593280 ,  3648980 ,  3628600 ,  3576900 ,  3590440 ,  3632000 ,  3635520 ,  3654060 ,  3877420 ,  3969780 ,  4043740 ,  4129280 
   523860 ,  514520 ,  571120 ,  596500 ,  604240 ,  599580 ,  606000 ,  612960 ,  616120 ,  611380 ,  616360 ,  623600 ,  623180 ,  624440 ,  652200 ,  664040 ,  674560 ,  682800 
   4464720 ,  4273040 ,  4672100 ,  4775620 ,  4792020 ,  4803540 ,  4921340 ,  4999120 ,  4982560 ,  4924420 ,  4924460 ,  4973720 ,  4984120 ,  4988860 ,  5264140 ,  5348180 ,  5432140 ,  5560740 
   15180880 ,  15943080 ,  16883020 ,  17078640 ,  17328080 ,  17660360 ,  17951040 ,  18307640 ,  18050580 ,  17741640 ,  17817040 ,  18095620 ,  18195760 ,  18277860 ,  19657520 ,  20114200 ,  20623760 ,  21186820 
   1527160 ,  1613700 ,  1714100 ,  1720400 ,  1756240 ,  1783560 ,  1820980 ,  1852860 ,  1865740 ,  1865860 ,  1889480 ,  1922000 ,  1932320 ,  1935680 ,  2058940 ,  2110580 ,  2159080 ,  2212620 
   5553820 ,  5793500 ,  6015300 ,  6048640 ,  6122520 ,  6181920 ,  6340560 ,  6347240 ,  6318520 ,  6274480 ,  6292060 ,  6360080 ,  6379100 ,  6383860 ,  6725840 ,  6818000 ,  6899380 ,  6992600 
   424600 ,  441880 ,  466300 ,  477180 ,  485140 ,  490940 ,  498040 ,  500580 ,  500460 ,  495580 ,  495860 ,  500560 ,  500720 ,  499220 ,  517780 ,  524340 ,  527720 ,  533760 
   4674680 ,  4672520 ,  4935100 ,  4984720 ,  5044880 ,  5114300 ,  5226100 ,  5293920 ,  5300560 ,  5271280 ,  5281460 ,  5335860 ,  5362640 ,  5380640 ,  5678440 ,  5800160 ,  5912960 ,  6055140 
   3764020 ,  3743340 ,  4024060 ,  4109560 ,  4198660 ,  4256820 ,  4332720 ,  4365220 ,  4357780 ,  4311200 ,  4338040 ,  4371720 ,  4375600 ,  4374200 ,  4613780 ,  4661420 ,  4702400 ,  4757020 
   1457560 ,  1440260 ,  1522140 ,  1539960 ,  1550100 ,  1532680 ,  1572120 ,  1557060 ,  1529980 ,  1503780 ,  1495420 ,  1502680 ,  1499040 ,  1487800 ,  1564120 ,  1570260 ,  1569560 ,  1580440 
   363400 ,  382980 ,  399200 ,  405940 ,  409660 ,  408220 ,  415500 ,  418000 ,  420840 ,  420820 ,  424480 ,  428500 ,  429560 ,  429480 ,  448140 ,  454000 ,  459440 ,  463440 
   213710272 ,  225141344 ,  235396400 ,  236999648 ,  238403344 ,  239520304 ,  243048144 ,  244542960 ,  243167856 ,  239615536 ,  239480736 ,  240969936 ,  240874656 ,  240765728 ,  253855344 ,  257980096 ,  261651840 ,  266229200 
